City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Weather
459,Innisfail,AU,-17.5333,146.0333,77.68,81,100,5.55,Clouds
460,Bay Roberts,CA,47.5999,-53.2648,24.66,90,66,8.28,Clouds
461,Ponta Delgada,PT,37.7333,-25.6667,56.12,88,20,9.22,Clouds
462,Muisne,EC,0.6,-80.0333,78.98,84,55,8.86,Rain
463,Oistins,BB,13.0667,-59.5333,78.89,61,40,23.02,Clouds
464,Provideniya,RU,64.3833,-173.3,-1.64,71,100,20.13,Snow
465,Verkhnyaya Pyshma,RU,56.9667,60.5808,-17.16,100,98,2.68,Clouds
466,Kloulklubed,PW,7.0419,134.2556,73.9,78,90,12.06,Clouds
467,Balkanabat,TM,39.5108,54.3671,47.14,41,60,4.56,Clouds
468,Aleksandrov Gay,RU,50.147,48.5704,7.07,98,92,5.35,Clouds
469,Bemidji,US,47.4736,-94.8803,17.91,54,0,8.05,Clear
470,Novovasylivka,UA,46.8315,35.7536,37.81,93,100,11.12,Clouds
471,Olga,RU,43.7444,135.2892,7.02,83,40,8.55,Clouds
472,Vardo,NO,70.3705,31.1107,22.98,93,75,19.57,Snow
473,Asfi,MA,32.2994,-9.2372,60.06,75,67,9.42,Clouds
474,Caidian,CN,30.5833,114.0333,37.53,42,0,5.5,Clear
475,Antofagasta,CL,-23.65,-70.4,74.48,79,9,9.04,Clear
476,Shiyan,CN,32.6475,110.7781,44.35,44,98,2.04,Clouds
477,Fenelon Falls,CA,44.5334,-78.7496,41.9,73,100,13.56,Clouds
478,Laguna,US,38.421,-121.4238,66.31,39,0,1.99,Clear
479,Lhokseumawe,ID,5.1801,97.1507,75.78,82,59,3.18,Clouds
480,High Rock,BS,26.6208,-78.2833,78.82,77,14,7.65,Clouds
481,North Arlington,US,40.7884,-74.1332,52.25,67,0,14.97,Clear
482,Saint-Ambroise,CA,48.5501,-71.3324,30.51,74,100,8.05,Clouds
483,Taoudenni,ML,22.6783,-3.9836,77.04,13,82,13.31,Clouds
484,Yerbogachen,RU,61.2767,108.0108,7.05,95,100,8.48,Snow
485,Kaka,TM,37.3482,59.6143,47.97,38,0,3.74,Clear
486,Moranbah,AU,-22.0016,148.0466,73.4,77,100,13.85,Clouds
487,Mpika,ZM,-11.8343,31.4529,61.92,97,100,2.42,Rain
488,Iracoubo,GF,5.4802,-53.2011,76.35,77,98,10.58,Clouds
489,Taungdwingyi,MM,20.0167,95.55,68.92,35,0,5.01,Clear
490,Niimi,JP,34.9833,133.4667,40.55,87,43,8.03,Clouds
491,Salinas,US,36.6777,-121.6555,72.0,36,0,6.91,Clear
492,Urengoy,RU,65.9667,78.3667,-15.9,100,80,2.66,Clouds
493,Orsha,BY,54.5153,30.4053,27.7,94,100,19.62,Snow
494,Dzhebariki-Khaya,RU,62.2167,135.8,-20.65,100,100,0.4,Clouds
495,Qiongshan,CN,20.0058,110.3542,66.18,88,20,8.95,Clouds
496,Tazovskiy,RU,67.4667,78.7,-14.21,100,57,4.34,Clouds
497,Berndorf,AT,47.9457,16.1097,46.96,91,100,13.49,Rain
498,Aasiaat,GL,68.7098,-52.8699,-4.61,91,100,3.53,Clouds
499,Ejido,VE,8.5514,-71.2375,71.47,78,46,3.85,Clouds
500,Viransehir,TR,37.2353,39.7631,40.77,70,14,4.74,Clouds
501,Qasigiannguit,GL,68.8193,-51.1922,-1.95,98,100,4.27,Clouds
502,Kodinsk,RU,58.6881,99.1844,3.9,100,100,3.49,Clouds
503,Goderich,CA,43.7501,-81.7165,44.92,53,86,14.97,Clouds
504,Krasnyy Chikoy,RU,50.3643,108.7512,-14.78,99,49,2.21,Clouds
505,Acapulco,MX,16.8634,-99.8901,87.62,55,0,14.97,Smoke
506,Kashi,CN,39.4547,75.9797,38.41,70,75,2.24,Clouds
507,Kutahya,TR,39.4242,29.9833,40.55,71,3,4.79,Clear
508,Nova Gradiska,HR,45.255,17.3831,42.69,89,39,3.51,Clouds
509,Diego De Almagro,CL,-26.3667,-70.05,78.94,35,0,12.08,Clear
510,Thinadhoo,MV,0.5333,72.9333,80.8,76,47,5.61,Clouds
511,Inhambane,MZ,-23.865,35.3833,79.48,87,19,12.35,Rain
512,Morehead,US,37.2711,-87.1764,58.75,33,0,13.8,Clear
513,Mandan,US,46.8267,-100.8896,31.37,86,100,13.8,Clouds
514,Buritis,BR,-15.6178,-46.4233,81.1,46,100,7.31,Clouds
515,Vanimo,PG,-2.6741,141.3028,77.56,87,98,4.43,Rain
516,Ljungby,SE,56.8332,13.9408,37.81,80,100,13.33,Clouds
517,Paita,PE,-5.0892,-81.1144,80.31,72,70,15.97,Clouds
518,Eirunepe,BR,-6.6603,-69.8736,73.45,97,100,3.6,Clouds
519,Jalpan,MX,21.2333,-99.4833,79.86,30,3,6.35,Clear
520,Sembe,CG,1.6481,14.5806,76.37,30,95,0.54,Clouds
521,Itaqui,BR,-29.1253,-56.5531,78.55,18,100,8.84,Clouds
522,Kruisfontein,ZA,-34.0033,24.7314,66.88,76,2,7.87,Clear
523,Altamont,US,42.2068,-121.7372,53.89,41,0,1.99,Clear
524,Uyemskiy,RU,64.4743,40.8524,0.05,84,0,6.71,Clear
525,Haileybury,CA,47.449,-79.6373,36.18,92,100,13.62,Clouds
526,Kuruman,ZA,-27.4524,23.4325,77.18,30,77,3.67,Clouds
527,Kashan,IR,33.9831,51.4364,47.01,30,0,3.8,Clear
528,Tarata,BO,-17.6167,-66.0167,74.62,63,72,11.65,Clouds
529,Partsa,RU,54.3653,42.8617,17.24,94,100,9.13,Snow
530,Emerald,AU,-23.5333,148.1667,77.34,64,95,10.49,Clouds
531,Chernyshevskiy,RU,63.0128,112.4714,-6.48,99,100,5.5,Clouds
532,Pangody,RU,65.85,74.4859,-15.43,100,45,4.43,Clouds
533,Egvekinot,RU,66.3167,-179.1667,-18.96,84,69,9.42,Clouds
534,Sompeta,IN,18.9333,84.6,72.21,84,1,7.31,Clear
535,Verkhnevilyuysk,RU,63.4453,120.3167,-12.5,98,100,4.29,Clouds
536,Polunochnoye,RU,60.8697,60.4153,-10.03,100,100,2.01,Clouds
537,Yelan,RU,50.949,43.7378,29.8,96,100,9.75,Snow
538,Namtsy,RU,62.7161,129.6658,-34.69,100,95,3.24,Clouds
539,Port Shepstone,ZA,-30.7414,30.455,75.13,88,9,11.25,Clear
540,Asyut,EG,27.181,31.1837,57.38,52,0,8.77,Clear
541,Punta Cardon,VE,11.6581,-70.215,78.49,68,0,27.54,Clear
542,Lima,PE,-12.0432,-77.0282,75.45,78,40,14.97,Fog
543,Salta,AR,-24.7859,-65.4117,69.58,57,20,5.75,Clouds
544,Peniche,PT,39.3558,-9.3811,59.45,79,92,7.43,Rain
545,Sinop,TR,41.7711,34.8709,43.02,81,100,9.51,Clouds
546,Mackay,AU,-21.15,149.2,76.68,71,100,12.77,Clouds
547,Issoire,FR,45.55,3.25,45.66,89,2,1.01,Clear
548,Ondjiva,AO,-17.0667,15.7333,69.87,23,96,10.78,Clouds
549,Puerto Carreno,CO,6.189,-67.4859,93.18,40,20,9.22,Clouds
550,Requena,ES,39.4883,-1.1004,42.51,56,74,3.24,Clouds
551,Armidale,AU,-30.5167,151.65,65.73,56,77,4.45,Clouds
552,Hof,DE,50.3167,11.9167,43.45,92,75,9.22,Clouds
553,Gari,RU,59.4307,62.3497,-5.22,100,99,2.26,Clouds
554,Carmen,MX,18.6333,-91.8333,80.64,65,0,8.05,Clear
555,Hami,CN,42.8,93.45,31.42,26,100,1.66,Clouds
556,Tabuk,PH,17.4189,121.4443,71.33,97,100,13.44,Clouds
557,Lerwick,GB,60.1545,-1.1494,48.2,89,100,39.3,Clouds
558,Bousso,TD,10.4795,16.7117,77.77,15,18,8.84,Clouds
559,Hagi,JP,34.4,131.4167,42.98,58,14,16.96,Clouds
560,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0,Clouds
561,Pestisani,RO,45.0667,23.0333,48.09,76,39,11.81,Clouds
562,Zalantun,CN,48.0,122.7167,-1.57,87,22,7.09,Clouds
563,Rio Branco,BR,-9.9747,-67.81,74.01,88,75,2.3,Clouds
564,Taicheng,CN,38.731,113.228,22.86,55,0,3.4,Clear
565,Salto,UY,-31.3833,-57.9667,82.56,21,0,6.91,Clear
566,Amalapuram,IN,16.5833,82.0167,68.16,88,0,1.34,Clear
567,Lincoln Park,US,42.2506,-83.1785,55.51,42,20,26.46,Clouds
568,Bignona,SN,12.8103,-16.2264,78.84,62,51,8.14,Clouds
569,Nur,PL,52.6683,22.3221,32.27,67,0,14.47,Clear
570,Bonavista,CA,48.6499,-53.1147,24.3,77,96,13.13,Clouds
571,Monrovia,LR,6.3005,-10.7969,80.37,84,5,5.82,Clear
572,Alyangula,AU,-13.8483,136.4192,82.62,76,98,3.98,Clouds
573,Mehamn,NO,71.0357,27.8492,31.95,100,100,17.27,Snow
574,Miraflores,MX,19.2167,-98.8083,77.65,20,0,8.14,Clear
575,Gravdal,NO,68.1214,13.5031,28.29,100,20,3.44,Clouds
576,Moron,AR,-34.6534,-58.6198,78.69,42,0,8.23,Clear
577,Barrhead,GB,55.7992,-4.3929,52.02,79,100,28.77,Clouds
578,Ilhabela,BR,-23.7781,-45.3581,73.33,91,100,7.99,Clouds
579,Morwell,AU,-38.2333,146.4,62.4,62,5,1.77,Clear
580,Adre,TD,13.4667,22.2,67.98,13,6,17.52,Clear
581,Honiara,SB,-9.4333,159.95,82.63,74,80,2.82,Clouds
582,Cascais,PT,38.6979,-9.4215,62.51,59,100,11.99,Clouds
583,Cabra,ES,37.4725,-4.4421,53.76,56,85,3.83,Clouds
584,Stoina,RO,44.6833,23.6333,51.17,70,60,18.99,Clouds
585,Genhe,CN,50.7833,121.5167,-21.26,100,58,3.09,Clouds
586,Wanning,CN,18.8003,110.3967,65.82,83,87,8.28,Clouds
587,Hare Bay,CA,48.8499,-54.0148,24.15,92,81,2.48,Clouds
588,Fort William,GB,56.8165,-5.1121,50.31,88,86,14.52,Clouds
589,Sawtell,AU,-30.3833,153.1,75.22,73,100,5.75,Clouds
590,Matay,EG,28.419,30.7792,55.58,66,0,17.31,Clear
591,Otorohanga,NZ,-38.1833,175.2,69.19,53,65,2.62,Clouds
592,Narsaq,GL,60.9167,-46.05,8.2,88,100,7.52,Clouds
593,Inta,RU,66.0317,60.1659,-5.3,99,87,5.57,Clouds
594,Payo,ID,-3.7508,103.6372,71.02,98,92,1.59,Clouds
595,Turuvekere,IN,13.1642,76.6667,65.39,60,1,5.73,Clear
596,Ladario,BR,-19.0047,-57.6017,82.69,47,0,8.05,Clear
597,Beloha,MG,-25.1667,45.05,76.96,79,3,3.56,Clear
598,Caceres,ES,39.522,-6.3748,51.53,74,92,5.28,Clouds
599,Caravelas,BR,-17.7125,-39.2481,77.04,84,6,5.08,Clear
600,Micheweni,TZ,-4.9667,39.8333,80.4,79,16,14.0,Clouds
601,Koulikoro,ML,14.0,-7.75,76.44,13,13,8.93,Clouds
602,Svetlogorsk,BY,52.6333,29.7333,30.36,71,24,15.21,Clouds
603,Batetskiy,RU,58.6461,30.3027,17.67,96,96,5.39,Clouds
604,Mizan Teferi,ET,6.9833,35.5833,66.78,48,10,1.77,Clear
605,Grindavik,IS,63.8424,-22.4338,39.15,81,100,41.43,Clouds
606,Pinega,RU,64.7001,43.3936,-3.77,100,69,3.89,Clouds
607,Yuanping,CN,38.7153,112.7575,23.9,63,3,2.82,Clear
608,Agen,FR,44.2,0.6333,48.29,93,0,3.44,Clear
609,Bud,US,39.447,-86.1758,57.22,40,0,15.3,Clear
610,Wukari,NG,7.85,9.7833,78.75,18,15,5.23,Clouds
611,Rocha,UY,-34.4833,-54.3333,66.24,44,66,14.34,Clouds
612,Samarai,PG,-10.6167,150.6667,82.98,72,90,5.41,Clouds
613,Balezino,RU,57.9796,53.0106,-3.53,100,80,4.92,Clouds
614,Sarangani,PH,5.4033,125.4636,80.78,77,97,8.41,Clouds
615,Saint-Georges,GD,12.0564,-61.7485,82.08,65,20,18.41,Clouds
616,Tigil,RU,57.8,158.6667,-14.82,99,96,2.17,Clouds
617,Mont-De-Marsan,FR,44.0,-0.6667,52.79,84,0,5.01,Clear
618,Farafangana,MG,-22.8167,47.8333,76.08,80,97,7.0,Clouds
619,Cockburn Town,TC,21.4612,-71.1419,76.98,63,1,20.2,Clear
620,Akonolinga,CM,3.7667,12.25,71.04,48,31,3.69,Clouds
621,Orkney,ZA,-26.9802,26.6727,67.24,72,78,7.16,Clouds
622,Narasannapeta,IN,18.4167,84.05,70.34,88,1,4.68,Clear
623,Dongsheng,CN,39.8161,109.9776,20.88,31,37,3.24,Clouds
624,Beroroha,MG,-21.6667,45.1667,77.0,80,82,2.08,Rain
625,Alanya,TR,36.5438,31.9998,54.63,71,0,3.04,Clear
626,Bida,NG,9.0833,6.0167,82.33,16,6,5.21,Clear
627,Itaguacu,BR,-19.8019,-40.8556,73.94,91,38,3.18,Clouds
628,Salalah,OM,17.0151,54.0924,72.9,31,0,18.14,Clear
629,Meulaboh,ID,4.1363,96.1285,75.38,90,98,4.65,Clouds
630,Lundazi,ZM,-12.2929,33.1782,65.34,93,100,3.71,Rain
631,Roebourne,AU,-20.7833,117.1333,87.8,52,62,9.8,Clouds
632,Portales,US,34.1862,-103.3344,63.28,46,100,13.0,Clouds
633,Lensk,RU,60.7253,114.9278,4.51,92,100,10.71,Clouds
634,Huarmey,PE,-10.0681,-78.1522,76.93,75,100,10.54,Clouds
635,Namibe,AO,-15.1961,12.1522,68.59,73,100,9.84,Clouds
636,Shenzhen,CN,22.5455,114.0683,66.27,59,94,8.43,Clouds
637,Tezu,IN,27.9167,96.1667,68.32,38,100,2.93,Clouds
638,Zapolyarnyy,RU,69.4154,30.8136,20.48,95,76,9.31,Clouds
639,Coihaique,CL,-45.5752,-72.0662,62.55,39,75,5.75,Clouds
640,Catbalogan,PH,11.85,124.9167,72.21,95,69,4.05,Clouds
641,Chapleau,CA,47.8405,-83.4034,32.09,80,100,9.22,Clouds
642,Alice Springs,AU,-23.7,133.8833,69.35,78,0,0.0,Clear
643,Orel-Izumrud,RU,43.4583,39.9244,46.42,87,100,13.42,Rain
644,Aguimes,ES,27.9054,-15.4461,59.67,82,20,8.05,Clouds
645,Great Bend,US,38.3645,-98.7648,59.04,23,0,8.05,Clear
646,Plettenberg Bay,ZA,-34.0527,23.3716,65.57,85,0,7.05,Clear
647,Atambua,ID,-9.1061,124.8925,73.17,89,93,1.61,Clouds
648,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,72,15,3.44,Clouds
649,Kyren,RU,51.6828,102.1408,7.5,88,62,1.95,Clouds
650,Huanren,CN,41.2647,125.3667,14.85,57,3,5.79,Clear
651,Olinda,BR,-8.0089,-34.8553,83.93,70,75,6.91,Clouds
652,Lavumisa,SZ,-27.31,31.892,73.26,98,98,3.98,Clouds
653,Nanortalik,GL,60.1432,-45.2371,15.39,84,87,6.44,Clouds
654,Mehran,IR,33.1222,46.1646,51.17,38,0,9.98,Clear
655,Ndele,CF,8.4109,20.6473,79.21,18,96,7.45,Clouds
656,Zlobin,HR,45.2924,14.6541,42.15,92,40,2.3,Clouds
657,Waddan,LY,29.1614,16.139,54.19,54,0,7.65,Clear
658,Kambove,CD,-10.8764,26.5969,60.96,95,100,2.55,Clouds
659,Beruwala,LK,6.4788,79.9828,75.22,90,100,2.44,Clouds
660,Tautira,PF,-17.7333,-149.15,81.14,76,27,7.81,Clouds
661,Husavik,IS,66.0449,-17.3389,33.19,99,100,23.6,Snow
662,Valparaiso,CL,-33.0393,-71.6273,75.43,54,0,10.36,Clear
663,Thung Song,TH,8.1645,99.6804,71.42,95,65,2.19,Clouds
664,Rayachoti,IN,14.05,78.75,66.9,67,0,3.94,Clear
665,Aripuana,BR,-9.1667,-60.6333,76.66,95,100,1.88,Clouds
666,Tahta,EG,26.7693,31.5021,57.25,50,0,9.01,Clear
667,Heihe,CN,50.2441,127.4902,-1.61,89,90,9.35,Clouds
668,Mossoro,BR,-5.1875,-37.3442,85.95,66,75,16.11,Clouds
669,Iquique,CL,-20.2208,-70.1431,78.84,79,88,9.44,Clouds
670,Sola,VU,-13.8833,167.55,79.29,84,100,14.43,Rain
671,Gamba,GA,-2.65,10.0,78.17,89,61,6.51,Clouds
672,Boa Vista,BR,2.8197,-60.6733,85.98,51,20,12.66,Clouds
673,Koygorodok,RU,60.445,50.9968,-8.88,100,69,3.58,Clouds
674,Tooele,US,40.5308,-112.2983,43.97,46,0,4.61,Clear
675,Leshukonskoye,RU,64.8989,45.7622,-1.75,99,72,4.34,Clouds
676,Zhangye,CN,38.9342,100.4517,26.22,58,100,3.09,Clouds
677,Sakakah,SA,29.9697,40.2064,51.37,30,0,7.9,Clear
678,Sibolga,ID,1.7427,98.7792,75.25,91,100,2.75,Clouds
679,Muzhi,RU,65.3667,64.6667,-6.11,90,91,3.49,Clouds
680,Angoram,PG,-4.0625,144.0661,75.47,96,93,3.58,Clouds
681,Barra Patuca,HN,15.8,-84.2833,80.01,72,2,10.36,Clear
682,Deputatskiy,RU,69.3,139.9,-40.16,99,43,5.41,Clouds
683,Saint-Pierre,RE,-21.3393,55.4781,81.91,78,0,17.27,Clear
684,Port Keats,AU,-14.25,129.55,77.31,90,100,4.12,Clouds
685,Pauini,BR,-7.7136,-66.9764,74.73,83,100,5.57,Rain
686,Baykit,RU,61.67,96.37,-7.73,100,100,1.92,Clouds
687,Tabas,IR,33.5959,56.9244,46.62,42,0,2.3,Clear
688,Olafsvik,IS,64.8945,-23.7142,36.55,90,100,28.72,Clouds
689,San Fernando,PH,15.0286,120.6898,78.53,88,96,0.34,Clouds
690,Carutapera,BR,-1.195,-46.02,74.17,96,100,7.65,Clouds
691,Garoua,CM,9.3,13.4,77.41,16,1,4.34,Clear
